"Author_name","PC","PY_start","PY_end","Pub_period","Author_count_avg","PC_annu","PY_first_start","PY_first_end","First_period","PC_first","PC_first_annu","Author_index","Author_color","OC","PY_off_start","PY_off_end","Off_period","PC_off","PC_off_annu","Family_degree_out","Family_degree_in","Family_index","Family_size","AG","PY_col_in_start","PY_col_in_end","Col_in_period","PC_col_in","PC_col_in_annu","R_PC_col_in_PC","R_PC_col_in_PC_annu","PY_col_out_start","PY_col_out_end","Col_out_period","PC_col_out","PC_col_out_annu","R_PC_col_out_PC_annu","R_PC_col_out_PC","PC_col_tot","degree_all","degree_out","degree_in","R_deg_in_out","PCxOCxCC","PCxOCxCC_norm"
"SPERBER PA",2,1972,1973,2,1,1,NA,NA,0,0,0,-96,"#7D34D1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ENGELMANN W",5,1972,1990,19,2.6,0.263157894736842,1996,1996,1,1,1,97,"#52EE2A",0,1978,1978,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1975,1975,1,1,1,3.8,0.2,1,1,1,0,0,0,0
"MILIARESSIS E",1,1972,1972,1,2,1,NA,NA,0,0,0,-98,"#ADA664",0,1972,1972,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"POIREL C",2,1972,1974,3,1,0.666666666666667,1972,1972,1,1,1,99,"#CD1123",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PETZ J",1,1972,1972,1,2,1,NA,NA,0,0,0,-100,"#5D66B0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LAVRENT'EVA NA",2,1972,1973,2,2,1,NA,NA,0,0,0,101,"#AF3CF8",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SZMIGIELSKI S",1,1972,1972,1,3,1,NA,NA,0,0,0,-102,"#D7EA41",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"RAMBAUT PC",1,1972,1972,1,4,1,NA,NA,0,0,0,103,"#606F12",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EDELSTEIN RR",1,1972,1972,1,1,1,NA,NA,0,0,0,-104,"#333023",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EVERETT JW",1,1972,1972,1,1,1,NA,NA,0,0,0,105,"#C83D94",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"RENSING L",13,1973,2001,29,3.07692307692308,0.448275862068966,1990,2002,13,6,0.461538461538462,-106,"#DC9FCC",1,1996,2001,6,4,0.666666666666667,1,0,14,2,1,1997,1997,1,1,1,0.0769230769230769,2.23076923076923,1996,1999,4,2,0.5,1.11538461538462,0.153846153846154,3,2,1,1,1,26,0.000119745035186618
"HOYLE MN",3,1973,1976,4,2,0.75,NA,NA,0,0,0,107,"#D3C5AB",0,1973,1976,4,3,0.75,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"COSBEY ES",1,1973,1973,1,3,1,NA,NA,0,0,0,-108,"#96AE52",0,1973,1973,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"JONES MD",2,1973,1979,7,1.5,0.285714285714286,NA,NA,0,0,0,109,"#8BBC1B",1,1979,1979,1,1,1,1,0,15,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BAKACS T",1,1973,1973,1,1,1,NA,NA,0,0,0,-110,"#5D36E5",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TEDESCHI CG",1,1973,1973,1,1,1,NA,NA,0,0,0,111,"#5DD5D3",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STEPANOVA SI",3,1973,1980,8,1,0.375,NA,NA,0,0,0,-112,"#A6B425",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PETRÁSEK R",1,1973,1973,1,2,1,NA,NA,0,0,0,113,"#27D11F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SARKISOV DS",1,1973,1973,1,1,1,NA,NA,0,0,0,-114,"#EC6E84",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"RUCKEBUSCH Y",1,1973,1973,1,2,1,1984,1984,1,1,1,115,"#EC3B67",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CALDAROLA PC",1,1973,1973,1,2,1,NA,NA,0,0,0,-116,"#5E6A09",0,1973,1973,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SUTTON-MATTOCKS VM",1,1973,1973,1,3,1,NA,NA,0,0,0,117,"#5E525D",1,1973,1973,1,1,1,1,0,16,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HALBERG E",1,1973,1973,1,3,1,1980,1980,1,1,1,-118,"#028D53",0,1973,1973,1,1,1,0,0,0,0,0,1983,2009,27,5,0.185185185185185,5,0.185185185185185,NA,NA,0,0,0,0,0,5,4,0,4,Inf,0,0
"PETROV OA",1,1973,1973,1,4,1,NA,NA,0,0,0,119,"#EECEE7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WALTHER FR",1,1973,1973,1,1,1,NA,NA,0,0,0,-120,"#24485D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BRENCI G",1,1973,1973,1,2,1,NA,NA,0,0,0,121,"#55D418",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HOSENFELD JM",1,1973,1973,1,6,1,NA,NA,0,0,0,-122,"#FB68A3",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"REDFERN PH",3,1973,1982,10,2.33333333333333,0.3,NA,NA,0,0,0,123,"#B12081",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MIGRAINE C",1,1974,1974,1,3,1,1974,1974,1,1,1,-124,"#1E9BC8",0,1974,1974,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1974,1974,1,1,1,1,1,1,1,1,0,0,0,0
"PRESTON FS",1,1974,1974,1,1,1,1973,1973,1,1,1,125,"#700280",0,NA,NA,0,0,0,0,1,16,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MOREL C",1,1974,1974,1,2,1,NA,NA,0,0,0,-126,"#95665E",1,1974,1974,1,1,1,1,0,17,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STUTZ AM",1,1974,1974,1,1,1,NA,NA,0,0,0,127,"#263E54",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KAHN A JR",1,1974,1974,1,1,1,NA,NA,0,0,0,-128,"#7B3B25",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BANASZKIEWICZ A",1,1974,1974,1,2,1,NA,NA,0,0,0,129,"#9A2BD0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HOFFMAN HJ",1,1974,1974,1,2,1,NA,NA,0,0,0,-130,"#D4C6CB",1,1974,1974,1,1,1,1,0,18,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HARTOCOLLIS P",1,1974,1974,1,1,1,NA,NA,0,0,0,131,"#FCAAD8",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HEGGE FW",1,1974,1974,1,3,1,NA,NA,0,0,0,-132,"#C3FD22",0,1974,1974,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NAJARIAN JS",1,1974,1974,1,6,1,NA,NA,0,0,0,133,"#4E930E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1974,1974,1,1,1,1,1,1,2,2,0,0,0,0
"CHANDRASHEKARAN MK",7,1975,2004,30,3,0.233333333333333,NA,NA,0,0,0,-134,"#8CD6FA",2,1975,2004,30,5,0.166666666666667,2,0,19,4,1,1975,2005,31,4,0.129032258064516,0.571428571428571,0.552995391705069,2004,2004,1,2,2,8.57142857142857,0.285714285714286,6,3,1,2,2,42,0.000193434287609152
"CUMMINGS FW",1,1975,1975,1,1,1,NA,NA,0,0,0,135,"#E560B4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BRODY S",12,1975,2020,46,2.25,0.260869565217391,NA,NA,0,0,0,-136,"#FA027F",1,1985,2011,27,3,0.111111111111111,1,0,21,3,1,2007,2007,1,1,1,0.0833333333333333,3.83333333333333,2010,2011,2,2,1,3.83333333333333,0.166666666666667,3,3,2,1,0.5,36,0.000165800817950702
"DEGUCHI T",3,1975,1982,8,1,0.375,NA,NA,0,0,0,137,"#B430EE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KITA T",1,1975,1975,1,4,1,NA,NA,0,0,0,-138,"#C909D1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HAWKINS F",1,1975,1975,1,1,1,NA,NA,0,0,0,139,"#6B0229",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MALETTO S",1,1975,1975,1,1,1,NA,NA,0,0,0,-140,"#20C9B1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ZUCKER I",12,1975,2012,38,3.16666666666667,0.315789473684211,NA,NA,0,0,0,141,"#8B15DB",3,1975,2008,34,4,0.117647058823529,3,0,20,8,1,NA,NA,0,0,0,0,0,1981,2008,28,5,0.178571428571429,0.56547619047619,0.416666666666667,5,6,6,0,0,216,0.000994804907704211
"FELTON G",2,1975,1976,2,1,1,NA,NA,0,0,0,-142,"#DC1056",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"O'DELL ML",1,1975,1975,1,1,1,NA,NA,0,0,0,143,"#5FAEFC",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STUPFEL M",1,1975,1975,1,1,1,1977,1983,7,2,0.285714285714286,-144,"#972F47",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KOLPAKOV MG",1,1975,1975,1,1,1,NA,NA,0,0,0,145,"#A37933",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GLASSER SR",1,1975,1975,1,1,1,NA,NA,0,0,0,-146,"#EFC91C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HOBSON JA",2,1975,2002,28,1.5,0.0714285714285714,NA,NA,0,0,0,147,"#6FF2EE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WEGMANN HM",2,1975,1995,21,2,0.0952380952380952,NA,NA,0,0,0,-148,"#4025FE",1,1995,1995,1,1,1,1,0,22,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SOKOLOVE PG",1,1975,1975,1,1,1,NA,NA,0,0,0,149,"#A1150F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GAGLIARDINO JJ",2,1975,2017,43,2.5,0.0465116279069767,NA,NA,0,0,0,-150,"#F3C7C1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2017,2017,1,1,1,21.5,0.5,1,1,1,0,0,0,0
"NAITOH P",1,1975,1975,1,5,1,NA,NA,0,0,0,151,"#641A9B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KUJAS M",1,1975,1975,1,2,1,NA,NA,0,0,0,-152,"#403C73",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PLANCK RJ",1,1975,1975,1,1,1,NA,NA,0,0,0,153,"#B720D1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LECLERCQ R",1,1975,1975,1,4,1,NA,NA,0,0,0,-154,"#77C29A",1,1975,1975,1,1,1,1,0,23,5,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CESSELIN F",1,1975,1975,1,4,1,NA,NA,0,0,0,155,"#72B510",0,1975,1975,1,1,1,0,0,0,0,0,1976,1976,1,1,1,1,1,1975,1975,1,1,1,1,1,2,2,1,1,1,0,0
"PAPOUSEK M",1,1975,1975,1,1,1,NA,NA,0,0,0,-156,"#AC888D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SILINA AG",1,1975,1975,1,1,1,NA,NA,0,0,0,157,"#C9D8C7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KAHÁN A",1,1975,1975,1,2,1,NA,NA,0,0,0,-158,"#32D804",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MEREANU M",1,1975,1975,1,2,1,NA,NA,0,0,0,159,"#27A2C8",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"REITER RJ",21,1976,2021,46,3.33333333333333,0.456521739130435,2010,2014,5,5,1,-160,"#4C8420",2,2009,2015,7,6,0.857142857142857,2,0,24,3,1,2003,2021,19,17,0.894736842105263,0.80952380952381,1.95989974937343,2012,2021,10,3,0.3,0.657142857142857,0.142857142857143,20,18,4,14,3.5,756,0.00348181717696474
"SKOPIK SD",2,1976,1997,22,2,0.0909090909090909,1986,1986,1,1,1,161,"#A32AD2",0,1997,1997,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WATSON-WHITMYRE M",1,1976,1976,1,2,1,NA,NA,0,0,0,-162,"#1CFD69",1,1976,1976,1,1,1,1,0,25,3,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BINKLEY S",5,1976,1993,18,1,0.277777777777778,1971,1984,14,3,0.214285714285714,163,"#C0E19D",0,NA,NA,0,0,0,0,1,3,1,3,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SCHWEIGER HG",4,1976,1979,4,1.75,1,NA,NA,0,0,0,-164,"#89D7C8",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KLEVECZ RR",1,1976,1976,1,1,1,1984,2008,25,5,0.2,165,"#71750E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GALSTON AW",2,1976,1977,2,3.5,1,NA,NA,0,0,0,-166,"#637AC0",1,1977,1977,1,1,1,1,0,26,2,1,NA,NA,0,0,0,0,0,1976,1976,1,1,1,1,0.5,1,1,1,0,0,2,9.21115655281677e-06
"BRINKMANN K",1,1976,1976,1,1,1,NA,NA,0,0,0,167,"#4A3ADC",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MARTIN JB",1,1976,1976,1,2,1,NA,NA,0,0,0,-168,"#48083E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SIEGMUND R",2,1976,1999,24,2,0.0833333333333333,NA,NA,0,0,0,169,"#983690",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HYYPPÄ M",1,1976,1976,1,1,1,NA,NA,0,0,0,-170,"#303BC9",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LANUZA DM",1,1976,1976,1,2,1,NA,NA,0,0,0,171,"#458097",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WEVER R",1,1976,1976,1,1,1,NA,NA,0,0,0,-172,"#9D2AF7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BASSLER SF",1,1976,1976,1,1,1,NA,NA,0,0,0,173,"#805F06",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"UEDA Y",1,1976,1976,1,4,1,NA,NA,0,0,0,-174,"#A8A101",0,NA,NA,0,0,0,0,0,0,0,0,2007,2007,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"MANTEUFFEL-CYMBOROWSKA M",1,1976,1976,1,1,1,NA,NA,0,0,0,175,"#1875D5",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SHARAI VB",1,1976,1976,1,4,1,NA,NA,0,0,0,-176,"#8073AE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KUKLINSKI P",1,1976,1976,1,5,1,NA,NA,0,0,0,177,"#9063B1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CAPANI F",1,1976,1976,1,2,1,NA,NA,0,0,0,-178,"#1E3CC0",1,1976,1976,1,1,1,1,0,27,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SCHEVING LE",1,1976,1976,1,1,1,1978,1993,16,2,0.125,179,"#FD6E8C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KENT GC JR",1,1976,1976,1,4,1,NA,NA,0,0,0,-180,"#5DC620",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1976,1976,1,1,1,1,1,1,1,1,0,0,0,0
"STERNBERG H",1,1976,1976,1,6,1,NA,NA,0,0,0,181,"#2D9FF7",0,1976,1976,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HOLTZMAN F",1,1976,1976,1,4,1,NA,NA,0,0,0,-182,"#9CAE53",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SCHEIBE K",1,1976,1976,1,2,1,NA,NA,0,0,0,183,"#A41F26",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TORPATS TIU",1,1976,1976,1,2,1,NA,NA,0,0,0,-184,"#746319",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HOLZAPFEL CM",12,1977,2017,41,2.91666666666667,0.292682926829268,NA,NA,0,0,0,185,"#EFB5B1",2,1977,2017,41,7,0.170731707317073,2,0,28,3,1,2006,2017,12,3,0.25,0.25,0.854166666666667,1997,2011,15,6,0.4,1.36666666666667,0.5,9,4,1,3,3,96,0.000442135514535205
"JACKLET JW",9,1977,1997,21,1.88888888888889,0.428571428571429,1993,1993,1,1,1,-186,"#A87A1D",1,1989,1997,9,2,0.222222222222222,1,0,30,2,1,NA,NA,0,0,0,0,0,1989,1989,1,1,1,2.33333333333333,0.111111111111111,1,2,2,0,0,18,8.29004089753509e-05
"WATERHOUSE JM",15,1977,1996,20,2.6,0.75,1996,1996,1,1,1,187,"#27CC45",4,1983,1996,14,10,0.714285714285714,4,0,29,5,1,2000,2000,1,1,1,0.0666666666666667,1.33333333333333,1977,1996,20,2,0.1,0.133333333333333,0.133333333333333,3,3,2,1,0.5,180,0.000829004089753509
"NATALINI JJ",1,1977,1977,1,1,1,NA,NA,0,0,0,-188,"#1DCBDC",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"UNDERWOOD H",5,1977,2006,30,2.4,0.166666666666667,1970,2001,32,8,0.25,189,"#B1EC1D",0,NA,NA,0,0,0,0,1,3,1,3,1999,2000,2,2,1,0.4,6,2003,2006,4,2,0.5,3,0.4,4,4,2,2,1,0,0
"REILLY KB",2,1977,1978,2,3,1,NA,NA,0,0,0,-190,"#D6608B",0,1977,1977,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SWEENEY BM",5,1977,1986,10,1.4,0.5,NA,NA,0,0,0,191,"#9D4417",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CRAIG GB JR",1,1977,1977,1,2,1,NA,NA,0,0,0,-192,"#907E6A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"POSTLETHWAIT JH",2,1977,2016,40,31.5,0.05,NA,NA,0,0,0,193,"#D4B118",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2016,2016,1,1,1,20,0.5,1,1,1,0,0,0,0
"GIBSON JT",1,1977,1977,1,2,1,NA,NA,0,0,0,-194,"#D41A0C",0,1977,1977,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ARÉCHIGA H",3,1977,2005,29,2.33333333333333,0.103448275862069,1969,1998,30,2,0.0666666666666667,195,"#86F503",0,NA,NA,0,0,0,0,1,5,1,2,1988,1988,1,1,1,0.333333333333333,9.66666666666667,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"THOMSON EJ",1,1977,1977,1,2,1,NA,NA,0,0,0,-196,"#105A7C",0,1977,1977,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BURROWS PJ",1,1977,1977,1,1,1,NA,NA,0,0,0,197,"#D59C53",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NICOLAU GY",1,1977,1977,1,2,1,NA,NA,0,0,0,-198,"#6BAC4B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ZALESKE B",1,1977,1977,1,1,1,NA,NA,0,0,0,199,"#C1181F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KOVÁTS T",1,1977,1977,1,2,1,NA,NA,0,0,0,-200,"#BAB121",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MAKAROV VI",1,1977,1977,1,1,1,NA,NA,0,0,0,201,"#28D3FA",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HIRATA F",1,1977,1977,1,1,1,NA,NA,0,0,0,-202,"#94C906",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KREY LC",1,1977,1977,1,3,1,NA,NA,0,0,0,203,"#254DD5",1,1977,1977,1,1,1,1,0,31,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HERRERO ALDAMA P",1,1977,1977,1,1,1,NA,NA,0,0,0,-204,"#947603",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ORLÍK K",1,1977,1977,1,3,1,NA,NA,0,0,0,205,"#CD9E6D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EMPSON J",1,1977,1977,1,1,1,NA,NA,0,0,0,-206,"#23E0B4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"O'DONNELL PS",1,1977,1977,1,3,1,NA,NA,0,0,0,207,"#C66A8A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
